Date,Home,Away,Punkte Heim,Punkte Gast,Home_W
"Feb 11, 2009",Asseco Arka Gdynia,Olympiacos Piraeus,68,93,0
"Feb 11, 2009",Vitoria,Armani Jeans Milano,108,90,1
"Feb 12, 2009",Cibona Zagreb,Fenerbahce BEKO,55,65,0
"Feb 12, 2009",Real Madrid,Maccabi Tel Aviv,98,79,1
"Feb 25, 2009",Armani Jeans Milano,Vitoria,74,107,0
"Feb 25, 2009",ALBA Berlin,Barcelona,57,75,0
"Feb 25, 2009",Unicaja Malaga,Partizan,74,78,0
"Feb 25, 2009",Calze Pompea Roma,Panathinaikos Athens,71,90,0
"Feb 25, 2009",CSKA Moscow,Ducato Siena,95,71,1
"Feb 25, 2009",Fenerbahce BEKO,Cibona Zagreb,64,86,0
"Feb 26, 2009",Olympiacos Piraeus,Asseco Arka Gdynia,84,71,1
"Feb 26, 2009",Maccabi Tel Aviv,Real Madrid,69,73,0
"Mar 4, 2009",Asseco Arka Gdynia,Vitoria,72,92,0
"Mar 4, 2009",Partizan,Panathinaikos Athens,63,56,1
"Mar 4, 2009",Unicaja Malaga,Calze Pompea Roma,99,64,1
"Mar 4, 2009",Ducato Siena,Cibona Zagreb,86,70,1
"Mar 4, 2009",CSKA Moscow,Fenerbahce BEKO,77,60,1
"Mar 4, 2009",Barcelona,Real Madrid,90,79,1
"Mar 5, 2009",Olympiacos Piraeus,Armani Jeans Milano,84,81,1
"Mar 5, 2009",ALBA Berlin,Maccabi Tel Aviv,70,76,0
"Mar 11, 2009",Panathinaikos Athens,Unicaja Malaga,103,95,1
"Mar 11, 2009",Calze Pompea Roma,Partizan,88,72,1
"Mar 11, 2009",Cibona Zagreb,CSKA Moscow,63,73,0
"Mar 11, 2009",Fenerbahce BEKO,Ducato Siena,68,73,0
"Mar 12, 2009",Armani Jeans Milano,Asseco Arka Gdynia,72,96,0
"Mar 12, 2009",Maccabi Tel Aviv,Barcelona,74,90,0
"Mar 12, 2009",Vitoria,Olympiacos Piraeus,80,88,0
"Mar 12, 2009",Real Madrid,ALBA Berlin,83,82,1
"Mar 24, 2009",Barcelona,Vitoria,75,84,0
"Mar 24, 2009",Panathinaikos Athens,Ducato Siena,90,85,1
"Mar 24, 2009",CSKA Moscow,Partizan,56,47,1
"Mar 24, 2009",Olympiacos Piraeus,Real Madrid,88,79,1
"Mar 26, 2009",Barcelona,Vitoria,85,62,1
"Mar 26, 2009",Panathinaikos Athens,Ducato Siena,79,84,0
"Mar 26, 2009",CSKA Moscow,Partizan,77,50,1
"Mar 26, 2009",Olympiacos Piraeus,Real Madrid,79,73,1
"Mar 31, 2009",Vitoria,Barcelona,69,62,1
"Mar 31, 2009",Ducato Siena,Panathinaikos Athens,53,72,0
"Mar 31, 2009",Partizan,CSKA Moscow,56,67,0
"Mar 31, 2009",Real Madrid,Olympiacos Piraeus,71,63,1
"Apr 2, 2009",Vitoria,Barcelona,63,84,0
"Apr 2, 2009",Ducato Siena,Panathinaikos Athens,84,91,0
"Apr 2, 2009",Real Madrid,Olympiacos Piraeus,75,78,0
"Apr 9, 2009",Barcelona,Vitoria,78,62,1
"May 1, 2009",Barcelona,CSKA Moscow,78,82,0
"May 1, 2009",Olympiacos Piraeus,Panathinaikos Athens,82,84,0
"May 3, 2009",Olympiacos Piraeus,Barcelona,79,95,0
"May 3, 2009",Panathinaikos Athens,CSKA Moscow,73,71,1
