Date,Home,Away,Punkte Heim,Punkte Gast,Home_W
"Nov 16, 2017",Anadolu Efes Istanbul,Panathinaikos Athens,81,82,0
"Nov 16, 2017",Zalgiris Kaunas,Baskonia,77,97,0
"Nov 17, 2017",EA7 Milano,Brose Bamberg,71,62,1
"Nov 17, 2017",Olympiacos Piraeus,Crvena Zvezda Belgrade,85,59,1
"Nov 17, 2017",CSKA Moscow,Fenerbahce BEKO,93,95,0
"Nov 17, 2017",FC Barcelona,Valencia Basket,89,71,1
"Nov 23, 2017",EA7 Milano,Olympiacos Piraeus,85,86,0
"Nov 23, 2017",Brose Bamberg,Valencia Basket,83,82,1
"Nov 23, 2017",Crvena Zvezda Belgrade,Baskonia,81,85,0
"Nov 23, 2017",Zalgiris Kaunas,Anadolu Efes Istanbul,91,83,1
"Nov 23, 2017",FC Barcelona,Maccabi Tel Aviv,89,67,1
"Nov 24, 2017",Unicaja Malaga,CSKA Moscow,80,89,0
"Nov 24, 2017",Panathinaikos Athens,Real Madrid,82,80,1
"Nov 24, 2017",Fenerbahce BEKO,Khimki Moscow Region,71,67,1
"Nov 30, 2017",Valencia Basket,Olympiacos Piraeus,64,72,0
"Nov 30, 2017",Baskonia,Fenerbahce BEKO,69,83,0
"Nov 30, 2017",Anadolu Efes Istanbul,EA7 Milano,73,68,1
"Nov 30, 2017",Khimki Moscow Region,Brose Bamberg,82,73,1
"Nov 30, 2017",Maccabi Tel Aviv,Zalgiris Kaunas,81,74,1
"Dec 1, 2017",CSKA Moscow,FC Barcelona,92,78,1
"Dec 1, 2017",Real Madrid,Crvena Zvezda Belgrade,83,87,0
"Dec 1, 2017",Panathinaikos Athens,Unicaja Malaga,82,71,1
"Dec 7, 2017",Baskonia,Unicaja Malaga,88,82,1
"Dec 7, 2017",EA7 Milano,Khimki Moscow Region,71,77,0
"Dec 7, 2017",Brose Bamberg,CSKA Moscow,76,92,0
"Dec 7, 2017",Zalgiris Kaunas,Panathinaikos Athens,80,74,1
"Dec 7, 2017",Maccabi Tel Aviv,Valencia Basket,94,91,1
"Dec 8, 2017",FC Barcelona,Fenerbahce BEKO,68,83,0
"Dec 8, 2017",Olympiacos Piraeus,Real Madrid,92,83,1
"Dec 8, 2017",Crvena Zvezda Belgrade,Anadolu Efes Istanbul,100,81,1
"Dec 14, 2017",Real Madrid,FC Barcelona,87,75,1
"Dec 14, 2017",Unicaja Malaga,Khimki Moscow Region,93,84,1
"Dec 14, 2017",Brose Bamberg,Olympiacos Piraeus,67,65,1
"Dec 14, 2017",Fenerbahce BEKO,Zalgiris Kaunas,89,90,0
"Dec 15, 2017",CSKA Moscow,Maccabi Tel Aviv,101,86,1
"Dec 15, 2017",Valencia Basket,Crvena Zvezda Belgrade,82,86,0
"Dec 15, 2017",Panathinaikos Athens,EA7 Milano,80,72,1
"Dec 15, 2017",Anadolu Efes Istanbul,Baskonia,81,82,0
"Dec 19, 2017",Real Madrid,Valencia Basket,91,72,1
"Dec 19, 2017",Fenerbahce BEKO,Crvena Zvezda Belgrade,82,56,1
"Dec 19, 2017",Zalgiris Kaunas,Brose Bamberg,88,84,1
"Dec 19, 2017",Panathinaikos Athens,Maccabi Tel Aviv,89,76,1
"Dec 20, 2017",Khimki Moscow Region,Anadolu Efes Istanbul,86,68,1
"Dec 20, 2017",FC Barcelona,Unicaja Malaga,83,90,0
"Dec 20, 2017",EA7 Milano,Baskonia,92,85,1
"Dec 20, 2017",Olympiacos Piraeus,CSKA Moscow,88,86,1
"Dec 21, 2017",Valencia Basket,Zalgiris Kaunas,63,71,0
"Dec 21, 2017",Brose Bamberg,Real Madrid,66,81,0
"Dec 21, 2017",Crvena Zvezda Belgrade,Panathinaikos Athens,63,69,0
"Dec 21, 2017",Maccabi Tel Aviv,Fenerbahce BEKO,82,73,1
"Dec 22, 2017",Baskonia,FC Barcelona,85,82,1
"Dec 22, 2017",Unicaja Malaga,EA7 Milano,74,71,1
"Dec 22, 2017",Anadolu Efes Istanbul,Olympiacos Piraeus,58,61,0
"Dec 22, 2017",CSKA Moscow,Khimki Moscow Region,79,68,1
"Dec 28, 2017",Valencia Basket,Panathinaikos Athens,67,63,1
"Dec 28, 2017",Fenerbahce BEKO,Real Madrid,77,79,0
"Dec 28, 2017",Zalgiris Kaunas,Olympiacos Piraeus,74,68,1
"Dec 28, 2017",Maccabi Tel Aviv,Unicaja Malaga,78,89,0
"Dec 29, 2017",EA7 Milano,Crvena Zvezda Belgrade,88,91,0
"Dec 29, 2017",Anadolu Efes Istanbul,Brose Bamberg,69,58,1
"Dec 29, 2017",Khimki Moscow Region,FC Barcelona,65,79,0
"Dec 29, 2017",Baskonia,CSKA Moscow,81,90,0
"Jan 4, 2018",Unicaja Malaga,Valencia Basket,83,85,0
"Jan 4, 2018",Panathinaikos Athens,Anadolu Efes Istanbul,90,79,1
"Jan 4, 2018",FC Barcelona,CSKA Moscow,85,72,1
"Jan 5, 2018",Olympiacos Piraeus,EA7 Milano,87,80,1
"Jan 5, 2018",Brose Bamberg,Khimki Moscow Region,70,74,0
"Jan 5, 2018",Fenerbahce BEKO,Baskonia,79,74,1
"Jan 5, 2018",Crvena Zvezda Belgrade,Zalgiris Kaunas,77,65,1
"Jan 5, 2018",Real Madrid,Maccabi Tel Aviv,93,81,1
"Jan 11, 2018",Valencia Basket,Fenerbahce BEKO,67,80,0
"Jan 11, 2018",EA7 Milano,CSKA Moscow,81,107,0
"Jan 11, 2018",Panathinaikos Athens,FC Barcelona,84,75,1
"Jan 11, 2018",Maccabi Tel Aviv,Brose Bamberg,90,88,1
"Jan 12, 2018",Anadolu Efes Istanbul,Crvena Zvezda Belgrade,104,95,1
"Jan 12, 2018",Khimki Moscow Region,Real Madrid,78,95,0
"Jan 12, 2018",Zalgiris Kaunas,Unicaja Malaga,79,77,1
"Jan 12, 2018",Baskonia,Olympiacos Piraeus,86,54,1
"Jan 16, 2018",Valencia Basket,FC Barcelona,81,76,1
"Jan 16, 2018",Olympiacos Piraeus,Maccabi Tel Aviv,94,64,1
"Jan 16, 2018",Brose Bamberg,Zalgiris Kaunas,93,86,1
"Jan 16, 2018",Crvena Zvezda Belgrade,Khimki Moscow Region,70,79,0
"Jan 17, 2018",Real Madrid,Baskonia,75,73,1
"Jan 17, 2018",EA7 Milano,Unicaja Malaga,101,87,1
"Jan 17, 2018",Fenerbahce BEKO,Panathinaikos Athens,67,62,1
"Jan 17, 2018",CSKA Moscow,Anadolu Efes Istanbul,110,79,1
"Jan 18, 2018",FC Barcelona,Brose Bamberg,81,66,1
"Jan 18, 2018",Khimki Moscow Region,Olympiacos Piraeus,82,54,1
"Jan 18, 2018",Zalgiris Kaunas,Valencia Basket,86,82,1
"Jan 18, 2018",Maccabi Tel Aviv,Crvena Zvezda Belgrade,89,75,1
"Jan 19, 2018",Baskonia,EA7 Milano,82,83,0
"Jan 19, 2018",Unicaja Malaga,Real Madrid,80,75,1
"Jan 19, 2018",Panathinaikos Athens,CSKA Moscow,70,75,0
"Jan 19, 2018",Anadolu Efes Istanbul,Fenerbahce BEKO,84,89,0
"Jan 25, 2018",Real Madrid,Anadolu Efes Istanbul,87,68,1
"Jan 25, 2018",Unicaja Malaga,Baskonia,83,85,0
"Jan 25, 2018",Panathinaikos Athens,Zalgiris Kaunas,94,93,1
"Jan 26, 2018",Valencia Basket,Khimki Moscow Region,85,83,1
"Jan 26, 2018",Fenerbahce BEKO,FC Barcelona,86,82,1
"Jan 26, 2018",Crvena Zvezda Belgrade,Olympiacos Piraeus,89,78,1
"Jan 26, 2018",CSKA Moscow,Brose Bamberg,81,72,1
"Jan 26, 2018",EA7 Milano,Maccabi Tel Aviv,102,111,0
"Feb 1, 2018",CSKA Moscow,Real Madrid,93,87,1
"Feb 1, 2018",Zalgiris Kaunas,Maccabi Tel Aviv,99,84,1
"Feb 1, 2018",FC Barcelona,EA7 Milano,81,83,0
"Feb 1, 2018",Olympiacos Piraeus,Fenerbahce BEKO,95,70,1
"Feb 1, 2018",Anadolu Efes Istanbul,Valencia Basket,82,66,1
"Feb 2, 2018",Baskonia,Crvena Zvezda Belgrade,103,84,1
"Feb 2, 2018",Brose Bamberg,Panathinaikos Athens,95,74,1
"Feb 2, 2018",Khimki Moscow Region,Unicaja Malaga,68,66,1
"Feb 8, 2018",Valencia Basket,CSKA Moscow,103,99,1
"Feb 8, 2018",Unicaja Malaga,Anadolu Efes Istanbul,81,68,1
"Feb 8, 2018",Panathinaikos Athens,Baskonia,80,76,1
"Feb 8, 2018",Maccabi Tel Aviv,FC Barcelona,94,82,1
"Feb 9, 2018",Fenerbahce BEKO,Brose Bamberg,77,69,1
"Feb 9, 2018",Crvena Zvezda Belgrade,EA7 Milano,100,89,1
"Feb 9, 2018",Zalgiris Kaunas,Khimki Moscow Region,74,84,0
"Feb 9, 2018",Real Madrid,Olympiacos Piraeus,79,80,0
"Feb 22, 2018",Olympiacos Piraeus,Valencia Basket,80,70,1
"Feb 22, 2018",Fenerbahce BEKO,EA7 Milano,89,70,1
"Feb 22, 2018",CSKA Moscow,Baskonia,93,86,1
"Feb 22, 2018",Unicaja Malaga,Maccabi Tel Aviv,83,69,1
"Feb 23, 2018",FC Barcelona,Real Madrid,74,101,0
"Feb 23, 2018",Brose Bamberg,Crvena Zvezda Belgrade,86,62,1
"Feb 23, 2018",Anadolu Efes Istanbul,Zalgiris Kaunas,70,86,0
"Feb 23, 2018",Khimki Moscow Region,Panathinaikos Athens,78,61,1
"Mar 1, 2018",Baskonia,Khimki Moscow Region,87,77,1
"Mar 1, 2018",EA7 Milano,Anadolu Efes Istanbul,77,64,1
"Mar 1, 2018",Zalgiris Kaunas,FC Barcelona,90,74,1
"Mar 1, 2018",Maccabi Tel Aviv,CSKA Moscow,73,93,0
"Mar 2, 2018",Valencia Basket,Brose Bamberg,86,70,1
"Mar 2, 2018",Real Madrid,Fenerbahce BEKO,83,86,0
"Mar 2, 2018",Panathinaikos Athens,Olympiacos Piraeus,85,87,0
"Mar 2, 2018",Crvena Zvezda Belgrade,Unicaja Malaga,80,76,1
"Mar 8, 2018",Anadolu Efes Istanbul,Maccabi Tel Aviv,81,94,0
"Mar 8, 2018",Valencia Basket,Baskonia,71,81,0
"Mar 8, 2018",Real Madrid,Panathinaikos Athens,92,75,1
"Mar 8, 2018",Khimki Moscow Region,EA7 Milano,77,86,0
"Mar 9, 2018",FC Barcelona,Crvena Zvezda Belgrade,88,54,1
"Mar 9, 2018",Olympiacos Piraeus,Brose Bamberg,87,79,1
"Mar 9, 2018",CSKA Moscow,Unicaja Malaga,101,76,1
"Mar 9, 2018",Zalgiris Kaunas,Fenerbahce BEKO,78,85,0
"Mar 13, 2018",EA7 Milano,Real Madrid,77,88,0
"Mar 15, 2018",Baskonia,Zalgiris Kaunas,84,64,1
"Mar 15, 2018",Olympiacos Piraeus,FC Barcelona,63,90,0
"Mar 15, 2018",Brose Bamberg,Anadolu Efes Istanbul,88,79,1
"Mar 15, 2018",Crvena Zvezda Belgrade,Valencia Basket,106,90,1
"Mar 15, 2018",Maccabi Tel Aviv,Khimki Moscow Region,91,94,0
"Mar 16, 2018",Fenerbahce BEKO,CSKA Moscow,79,81,0
"Mar 16, 2018",Unicaja Malaga,Panathinaikos Athens,79,90,0
"Mar 20, 2018",Fenerbahce BEKO,Maccabi Tel Aviv,87,73,1
"Mar 20, 2018",Valencia Basket,Real Madrid,96,88,1
"Mar 20, 2018",Panathinaikos Athens,Crvena Zvezda Belgrade,91,71,1
"Mar 20, 2018",Zalgiris Kaunas,EA7 Milano,77,65,1
"Mar 21, 2018",Baskonia,Brose Bamberg,103,79,1
"Mar 21, 2018",Unicaja Malaga,FC Barcelona,95,91,1
"Mar 21, 2018",Anadolu Efes Istanbul,Khimki Moscow Region,73,85,0
"Mar 21, 2018",CSKA Moscow,Olympiacos Piraeus,89,81,1
"Mar 22, 2018",Real Madrid,Zalgiris Kaunas,88,81,1
"Mar 22, 2018",EA7 Milano,Valencia Basket,89,93,0
"Mar 22, 2018",Crvena Zvezda Belgrade,Fenerbahce BEKO,63,80,0
"Mar 22, 2018",Maccabi Tel Aviv,Panathinaikos Athens,75,76,0
"Mar 23, 2018",FC Barcelona,Baskonia,73,86,0
"Mar 23, 2018",Olympiacos Piraeus,Anadolu Efes Istanbul,89,82,1
"Mar 23, 2018",Brose Bamberg,Unicaja Malaga,93,88,1
"Mar 23, 2018",Khimki Moscow Region,CSKA Moscow,73,90,0
"Mar 29, 2018",Brose Bamberg,EA7 Milano,78,83,0
"Mar 29, 2018",Anadolu Efes Istanbul,FC Barcelona,83,107,0
"Mar 29, 2018",Khimki Moscow Region,Fenerbahce BEKO,64,73,0
"Mar 29, 2018",Baskonia,Maccabi Tel Aviv,83,72,1
"Mar 30, 2018",Unicaja Malaga,Olympiacos Piraeus,87,85,1
"Mar 30, 2018",Zalgiris Kaunas,CSKA Moscow,85,73,1
"Mar 30, 2018",Crvena Zvezda Belgrade,Real Madrid,79,82,0
"Mar 30, 2018",Panathinaikos Athens,Valencia Basket,75,56,1
"Apr 5, 2018",CSKA Moscow,Crvena Zvezda Belgrade,92,81,1
"Apr 5, 2018",Fenerbahce BEKO,Unicaja Malaga,91,99,0
"Apr 5, 2018",FC Barcelona,Khimki Moscow Region,86,82,1
"Apr 5, 2018",Baskonia,Anadolu Efes Istanbul,79,81,0
"Apr 5, 2018",EA7 Milano,Panathinaikos Athens,95,96,0
"Apr 6, 2018",Real Madrid,Brose Bamberg,106,86,1
"Apr 6, 2018",Olympiacos Piraeus,Zalgiris Kaunas,85,86,0
"Apr 6, 2018",Valencia Basket,Maccabi Tel Aviv,87,84,1
"Apr 17, 2018",CSKA Moscow,Khimki Moscow Region,98,95,1
"Apr 17, 2018",Panathinaikos Athens,Real Madrid,95,67,1
"Apr 18, 2018",Fenerbahce BEKO,Baskonia,82,73,1
"Apr 18, 2018",Olympiacos Piraeus,Zalgiris Kaunas,78,87,0
"Apr 19, 2018",CSKA Moscow,Khimki Moscow Region,89,84,1
"Apr 19, 2018",Panathinaikos Athens,Real Madrid,82,89,0
"Apr 20, 2018",Fenerbahce BEKO,Baskonia,95,89,1
"Apr 20, 2018",Olympiacos Piraeus,Zalgiris Kaunas,79,68,1
"Apr 24, 2018",Zalgiris Kaunas,Olympiacos Piraeus,80,60,1
"Apr 24, 2018",Baskonia,Fenerbahce BEKO,88,83,1
"Apr 25, 2018",Real Madrid,Panathinaikos Athens,81,74,1
"Apr 25, 2018",Khimki Moscow Region,CSKA Moscow,79,73,1
"Apr 26, 2018",Zalgiris Kaunas,Olympiacos Piraeus,101,91,1
"Apr 26, 2018",Baskonia,Fenerbahce BEKO,83,92,0
"Apr 27, 2018",Khimki Moscow Region,CSKA Moscow,88,89,0
"Apr 27, 2018",Real Madrid,Panathinaikos Athens,89,82,1
"May 18, 2018",Fenerbahce BEKO,Zalgiris Kaunas,76,67,1
"May 18, 2018",CSKA Moscow,Real Madrid,83,92,0
"May 20, 2018",CSKA Moscow,Zalgiris Kaunas,77,79,0
"May 20, 2018",Real Madrid,Fenerbahce BEKO,85,80,1
