Date,Home,Away,Punkte Heim,Punkte Gast,Home_W
"Oct 25, 2006",Cibona Zagreb,Petrol Olimpjia,77,61,1
"Oct 25, 2006",Dynamo Moskow,Koln 99ers,75,68,1
"Oct 25, 2006",Anadolu Efes Istanbul,Asseco Arka Gdynia,71,67,1
"Oct 25, 2006",Joventut,Panathinaikos Athens,79,82,0
"Oct 25, 2006",Le Mans,Teamsystem Bologna,82,71,1
"Oct 25, 2006",Azzurro Napoli,CSKA Moscow,64,74,0
"Oct 25, 2006",Olympiacos Piraeus,Vitoria,97,78,1
"Oct 25, 2006",Pau-Lacq-Orthez,Barcelona,66,72,0
"Oct 25, 2006",Maccabi Tel Aviv,Unicaja Malaga,106,101,1
"Oct 25, 2006",Benetton Treviso,Zalgiris Kaunas,95,82,1
"Oct 25, 2006",Aris BC,Fenerbahce BEKO,66,58,1
"Oct 25, 2006",Calze Pompea Roma,Partizan,65,60,1
"Nov 1, 2006",Vitoria,Dynamo Moskow,77,61,1
"Nov 1, 2006",Koln 99ers,Anadolu Efes Istanbul,68,82,0
"Nov 1, 2006",CSKA Moscow,Aris BC,83,68,1
"Nov 1, 2006",Teamsystem Bologna,Olympiacos Piraeus,86,93,0
"Nov 1, 2006",Petrol Olimpjia,Calze Pompea Roma,83,72,1
"Nov 1, 2006",Unicaja Malaga,Joventut,66,68,0
"Nov 1, 2006",Partizan,Maccabi Tel Aviv,103,91,1
"Nov 1, 2006",Asseco Arka Gdynia,Le Mans,69,67,1
"Nov 1, 2006",Zalgiris Kaunas,Azzurro Napoli,83,65,1
"Nov 1, 2006",Fenerbahce BEKO,Pau-Lacq-Orthez,66,68,0
"Nov 2, 2006",Panathinaikos Athens,Cibona Zagreb,86,69,1
"Nov 2, 2006",Koln 99ers,Anadolu Efes Istanbul,68,82,0
"Nov 2, 2006",Barcelona,Benetton Treviso,82,69,1
"Nov 8, 2006",Koln 99ers,Vitoria,70,102,0
"Nov 8, 2006",Dynamo Moskow,Teamsystem Bologna,78,73,1
"Nov 8, 2006",Anadolu Efes Istanbul,Le Mans,53,64,0
"Nov 8, 2006",Petrol Olimpjia,Panathinaikos Athens,65,86,0
"Nov 8, 2006",Azzurro Napoli,Aris BC,71,69,1
"Nov 8, 2006",Pau-Lacq-Orthez,CSKA Moscow,73,67,1
"Nov 8, 2006",Maccabi Tel Aviv,Calze Pompea Roma,78,65,1
"Nov 8, 2006",Zalgiris Kaunas,Barcelona,86,92,0
"Nov 8, 2006",Benetton Treviso,Fenerbahce BEKO,93,83,1
"Nov 8, 2006",Joventut,Partizan,82,51,1
"Nov 9, 2006",Cibona Zagreb,Unicaja Malaga,87,83,1
"Nov 9, 2006",Olympiacos Piraeus,Asseco Arka Gdynia,97,74,1
"Nov 15, 2006",Aris BC,Pau-Lacq-Orthez,74,72,1
"Nov 15, 2006",Barcelona,Azzurro Napoli,91,71,1
"Nov 15, 2006",Vitoria,Anadolu Efes Istanbul,68,65,1
"Nov 15, 2006",CSKA Moscow,Benetton Treviso,83,67,1
"Nov 15, 2006",Teamsystem Bologna,Koln 99ers,86,90,0
"Nov 15, 2006",Unicaja Malaga,Petrol Olimpjia,62,55,1
"Nov 15, 2006",Panathinaikos Athens,Calze Pompea Roma,87,71,1
"Nov 15, 2006",Asseco Arka Gdynia,Dynamo Moskow,60,49,1
"Nov 15, 2006",Fenerbahce BEKO,Zalgiris Kaunas,84,75,1
"Nov 15, 2006",Partizan,Cibona Zagreb,101,92,1
"Nov 16, 2006",Maccabi Tel Aviv,Joventut,92,75,1
"Nov 16, 2006",Le Mans,Olympiacos Piraeus,81,88,0
"Nov 22, 2006",Barcelona,Fenerbahce BEKO,84,70,1
"Nov 22, 2006",Vitoria,Teamsystem Bologna,90,80,1
"Nov 22, 2006",Cibona Zagreb,Maccabi Tel Aviv,87,82,1
"Nov 22, 2006",Koln 99ers,Asseco Arka Gdynia,84,80,1
"Nov 22, 2006",Dynamo Moskow,Le Mans,74,57,1
"Nov 22, 2006",Anadolu Efes Istanbul,Olympiacos Piraeus,95,77,1
"Nov 22, 2006",Petrol Olimpjia,Partizan,70,71,0
"Nov 22, 2006",Azzurro Napoli,Pau-Lacq-Orthez,84,96,0
"Nov 22, 2006",Calze Pompea Roma,Joventut,71,69,1
"Nov 22, 2006",Benetton Treviso,Aris BC,64,42,1
"Nov 23, 2006",Zalgiris Kaunas,CSKA Moscow,59,78,0
"Nov 23, 2006",Panathinaikos Athens,Unicaja Malaga,87,72,1
"Nov 29, 2006",Aris BC,Zalgiris Kaunas,73,66,1
"Nov 29, 2006",Koln 99ers,Le Mans,73,79,0
"Nov 29, 2006",CSKA Moscow,Barcelona,76,57,1
"Nov 29, 2006",Anadolu Efes Istanbul,Teamsystem Bologna,72,74,0
"Nov 29, 2006",Joventut,Cibona Zagreb,83,73,1
"Nov 29, 2006",Olympiacos Piraeus,Dynamo Moskow,86,73,1
"Nov 29, 2006",Partizan,Panathinaikos Athens,65,73,0
"Nov 29, 2006",Calze Pompea Roma,Unicaja Malaga,65,71,0
"Nov 29, 2006",Asseco Arka Gdynia,Vitoria,70,75,0
"Nov 29, 2006",Maccabi Tel Aviv,Petrol Olimpjia,110,87,1
"Nov 30, 2006",Pau-Lacq-Orthez,Benetton Treviso,73,86,0
"Nov 30, 2006",Azzurro Napoli,Fenerbahce BEKO,78,83,0
"Dec 6, 2006",Barcelona,Aris BC,86,83,1
"Dec 6, 2006",Cibona Zagreb,Calze Pompea Roma,91,84,1
"Dec 6, 2006",Koln 99ers,Olympiacos Piraeus,81,88,0
"Dec 6, 2006",Dynamo Moskow,Anadolu Efes Istanbul,90,83,1
"Dec 6, 2006",Teamsystem Bologna,Asseco Arka Gdynia,77,91,0
"Dec 6, 2006",Le Mans,Vitoria,76,79,0
"Dec 6, 2006",Petrol Olimpjia,Joventut,67,69,0
"Dec 6, 2006",Panathinaikos Athens,Maccabi Tel Aviv,90,88,1
"Dec 6, 2006",Benetton Treviso,Azzurro Napoli,64,70,0
"Dec 6, 2006",Zalgiris Kaunas,Pau-Lacq-Orthez,106,110,0
"Dec 6, 2006",Fenerbahce BEKO,CSKA Moscow,64,74,0
"Dec 6, 2006",Unicaja Malaga,Partizan,66,58,1
"Dec 13, 2006",Teamsystem Bologna,Le Mans,83,71,1
"Dec 14, 2006",Fenerbahce BEKO,Aris BC,80,86,0
"Dec 14, 2006",Asseco Arka Gdynia,Anadolu Efes Istanbul,74,81,0
"Dec 14, 2006",Panathinaikos Athens,Joventut,83,73,1
"Dec 14, 2006",CSKA Moscow,Azzurro Napoli,82,72,1
"Dec 14, 2006",Vitoria,Olympiacos Piraeus,89,74,1
"Dec 14, 2006",Barcelona,Pau-Lacq-Orthez,93,75,1
"Dec 14, 2006",Partizan,Calze Pompea Roma,73,63,1
"Dec 14, 2006",Unicaja Malaga,Maccabi Tel Aviv,67,83,0
"Dec 14, 2006",Zalgiris Kaunas,Benetton Treviso,76,86,0
"Dec 14, 2006",Koln 99ers,Dynamo Moskow,82,96,0
"Dec 14, 2006",Petrol Olimpjia,Cibona Zagreb,92,88,1
"Dec 20, 2006",Benetton Treviso,Barcelona,68,67,1
"Dec 20, 2006",Anadolu Efes Istanbul,Koln 99ers,91,76,1
"Dec 20, 2006",Aris BC,CSKA Moscow,62,65,0
"Dec 20, 2006",Olympiacos Piraeus,Teamsystem Bologna,94,67,1
"Dec 20, 2006",Joventut,Unicaja Malaga,105,52,1
"Dec 20, 2006",Maccabi Tel Aviv,Partizan,85,83,1
"Dec 20, 2006",Le Mans,Asseco Arka Gdynia,73,84,0
"Dec 20, 2006",Pau-Lacq-Orthez,Fenerbahce BEKO,89,67,1
"Dec 20, 2006",Azzurro Napoli,Zalgiris Kaunas,92,87,1
"Dec 20, 2006",Dynamo Moskow,Vitoria,78,82,0
"Dec 20, 2006",Calze Pompea Roma,Petrol Olimpjia,84,74,1
"Dec 21, 2006",Cibona Zagreb,Panathinaikos Athens,75,78,0
"Jan 3, 2007",Vitoria,Koln 99ers,97,68,1
"Jan 3, 2007",Le Mans,Anadolu Efes Istanbul,67,71,0
"Jan 3, 2007",Partizan,Joventut,74,83,0
"Jan 3, 2007",Panathinaikos Athens,Petrol Olimpjia,83,74,1
"Jan 3, 2007",Asseco Arka Gdynia,Olympiacos Piraeus,64,73,0
"Jan 3, 2007",CSKA Moscow,Pau-Lacq-Orthez,78,58,1
"Jan 3, 2007",Fenerbahce BEKO,Benetton Treviso,70,58,1
"Jan 3, 2007",Barcelona,Zalgiris Kaunas,84,67,1
"Jan 3, 2007",Aris BC,Azzurro Napoli,80,72,1
"Jan 4, 2007",Unicaja Malaga,Cibona Zagreb,73,67,1
"Jan 4, 2007",Teamsystem Bologna,Dynamo Moskow,80,101,0
"Jan 4, 2007",Calze Pompea Roma,Maccabi Tel Aviv,88,81,1
"Jan 10, 2007",Pau-Lacq-Orthez,Aris BC,77,62,1
"Jan 10, 2007",Anadolu Efes Istanbul,Vitoria,78,84,0
"Jan 10, 2007",Benetton Treviso,CSKA Moscow,60,68,0
"Jan 10, 2007",Koln 99ers,Teamsystem Bologna,78,90,0
"Jan 10, 2007",Petrol Olimpjia,Unicaja Malaga,87,59,1
"Jan 10, 2007",Calze Pompea Roma,Panathinaikos Athens,69,79,0
"Jan 10, 2007",Cibona Zagreb,Partizan,89,72,1
"Jan 10, 2007",Dynamo Moskow,Asseco Arka Gdynia,95,74,1
"Jan 10, 2007",Zalgiris Kaunas,Fenerbahce BEKO,70,83,0
"Jan 11, 2007",Olympiacos Piraeus,Le Mans,80,76,1
"Jan 11, 2007",Joventut,Maccabi Tel Aviv,98,92,1
"Jan 11, 2007",Azzurro Napoli,Barcelona,66,64,1
"Jan 17, 2007",Fenerbahce BEKO,Barcelona,82,69,1
"Jan 17, 2007",Teamsystem Bologna,Vitoria,90,82,1
"Jan 17, 2007",Asseco Arka Gdynia,Koln 99ers,72,61,1
